Time,V1,V2,V3,V4,V5,V6,V7,Amount,Class
15795,-1.4152025195175149,1.6061194918312938,-0.7670175269020002,-1.1066194106812755,-1.5103047544702501,-1.0820035952030682,-1.0119153216911974,416.28673283905295,0
860,0.5954011357104231,1.5624595068621143,1.4776818779376781,0.5728210055262651,-0.05758201654872128,1.6164654578500353,0.44881840577222526,143.0205220155284,0
76820,-2.0791277229744964,-0.9923428398748506,-2.7610619661559896,-1.0633124788617043,0.1352465403512318,1.4460225500564732,-1.1822182300416884,182.32323104055078,0
54886,-0.021474962374660032,0.3858843830843258,-0.4167026002343339,-0.7142461110535925,-0.7766828600991152,-0.9991196391604305,0.40106461494428414,232.7916130015346,0
6265,-0.6170904082868751,1.0675993008124904,0.6195664721781072,-0.18348724299850708,-0.11513660349129748,-1.5831248194069063,0.8422482347597835,489.4858938614782,0
82386,-1.2588420415521953,0.84832950037633,0.4107306632690933,-1.669800153096347,-0.9116764608018835,-1.1605771528562179,0.6049758455296759,87.02284369952213,0
37194,1.1888010076522058,0.08156303498436555,1.4617381335348938,0.046771430840846465,0.6371690707015035,-1.1453696399591178,-0.34493732573151764,179.38406864244953,0
87498,-0.04130843058077276,1.3065574617643476,0.16105147859658853,-0.10715288103553652,-1.3382066555043792,0.8017605643549766,0.2749335660178916,364.98362089737475,0
44131,0.1739663291695697,-0.9045146889894328,0.37427818048114503,1.1842091459616908,1.0623336624200594,1.5491703157794035,0.2844919354094952,482.0079234002027,0
60263,0.9078719472424277,-0.30309294439469225,-1.8385068318025504,-0.819865545033752,-0.07330515708955748,0.7901262126188239,0.6659896554551524,78.6819311693546,0
16023,-0.008790556303355637,-0.877642419759575,-0.9882688581768089,-1.2991955183123356,-0.4480338594337108,-0.23619221661645742,-0.12376694820658632,114.46259714297854,0
41090,0.4514111986474981,0.7824934947006217,-1.7827047434480237,-0.37405964959128485,-1.0046970996542737,0.34249846691041386,0.9311388002352341,113.62164252082468,0
67221,0.8158516204890898,-0.5826368742994515,0.5726081079140996,-1.098091293436016,1.0306577959874648,-0.8697780328050354,1.434605399296058,11.445082716544682,0
64820,0.5667559269188263,-0.17124917543708565,0.34869045175724583,0.039154591813124515,-0.6518621340339592,1.0972080455642323,-0.3178674467050002,302.4536968654938,0
769,0.28598016618828376,0.6176703682657487,0.31353796728351535,-1.859934861826606,-1.167248559494483,0.4320289399825326,0.04643972794196043,335.680833998801,0
59735,1.7831128353750567,0.698249913777816,-0.8814336084580743,-0.6053454033772814,1.051463319008119,0.773197782016463,-0.9048147838117124,301.6604191725014,1
62955,1.241970598009856,-0.9071263462552507,-0.9729497793166654,-0.9283716698222197,-0.9043058134946586,-0.7275357018597756,0.34025732382426793,36.590171716994355,0
64925,-0.08576316923283368,1.0566552837727923,0.20944693229641737,0.5677570770860688,-0.09448231414448716,-0.1685971868686465,0.34663772778079427,35.545832747070214,0
67969,-0.9096929501484529,0.4556896686672513,-0.6693860527711348,-0.8105647096253652,0.8188037757372632,0.725073139981203,0.05798638503370229,105.98289069256789,0
5311,0.6386236498376441,-1.0817028395804014,-1.0204045638322368,-1.736095758598499,0.15795760278095394,1.4435128995236148,0.1333996543012695,145.8569633337584,0
83104,0.21586064818900524,-1.3277158957566129,-0.5083893712580683,-0.2018200969345484,1.7308515458699736,-0.6080997594485849,1.9218263890741871,393.48528429911363,0
53707,1.7089956631888337,-0.015819710262067736,-0.6607420360353083,0.31988614027450907,-0.8349503682876777,0.7804519071708196,-2.8867228040634765,80.53574260871164,0
85305,0.9874930057007224,0.8500939893168088,-0.8667229746284533,-0.2712051932607258,-0.21051133659974092,-0.7120717966102839,-0.4966568779594703,23.002015982368537,0
28693,0.764204388001908,0.8757158624009802,-1.225767816757602,-0.6113227792191078,-0.13317814026768182,2.117193772826609,-0.34372367809207993,197.5997663488145,0
71932,0.012951537954094748,0.3561668772248425,0.4486897683389067,-0.6715621005842627,0.6212349525739952,-0.41482470827252926,1.456912612954301,208.77969290081825,0
93016,-0.8756987416672425,0.04867483832682586,1.556049439477057,0.11294803244203394,1.2886231278380933,0.6435051740521115,0.47528880931858053,226.00276175628815,0
25658,-0.19796296870131533,0.5117376690790052,-0.039004200618653756,-0.8894487492395482,0.07361650962869719,0.16560961523363255,0.4996858361381562,413.6248684694573,0
84478,0.47682809432411033,-0.8553305143892584,0.2224341369699279,-0.32848297141053373,-0.13766383036028432,2.6053031213604934,1.2598561909031247,49.90470202059992,0
18431,-1.7295800930091456,1.6869878630253914,0.5363778526017037,0.7504465708873735,-1.4829918678298653,0.22990160802456372,-0.1799567018032807,352.2670991285591,0
2747,1.241713959652344,1.6739384181225205,0.36656575719312195,-1.3013230789056454,0.11238118979669498,-0.5150560229901281,0.6523265358282317,169.6348399516001,0
59150,2.0670440017513796,0.4288123146206977,-0.8469123283169792,-0.04366701974027218,-0.6503000099964535,0.6395065126130629,-0.5307658881533568,155.68008808129952,0
65725,-1.9449392903707496,0.197300419992852,1.7198462111025852,-1.7889894127970047,0.6184363105987696,0.6172408667753729,-1.0533063258454625,466.33901991690396,0
84654,-1.4002155510135357,-0.4114209726593703,-0.7573105136779609,0.22792967000995293,-0.4096841892180281,-0.15746986375894198,1.7941669873029884,124.98579368395428,0
35773,0.22966246423314007,0.5287488457996609,0.6480883646604091,-0.9788092107990611,-0.24063805437007116,-1.0947658642281084,0.36903172976413007,321.62338583434376,0
67435,-0.582580915634934,-0.6913173710167768,0.5301913073429116,1.019591813030795,-1.4602680145835696,-0.5279988613903566,0.644662594874602,138.28875093066995,0
56886,0.2609064338316734,-2.2236120309955307,-1.9584415421346377,-1.476947309645349,-1.8114520837625387,0.8814989481449192,-1.080174684765334,254.0647974375522,0
66803,-0.07167403655743708,-2.7141073004910865,-0.35884641691291935,0.4420790368010079,1.8609870401836113,-1.7474489462339629,0.5103526458618879,393.3601534055427,0
31551,-1.0238185194890543,-0.7994983331634866,0.05662845181217025,1.2211310785264933,0.129683909565276,-0.2480458993857131,1.778232746871839,440.97953923461404,0
